AppID,Name,Primary_Genre,Price,Review_Score_Pct,Review_Count,Playtime_Hours,Languages_Count,Multiplayer,Cluster_Label
552700,WORLD OF FINAL FANTASY®,15,2,1,2,2,1,0,2
496680,SweatShop,5,0,0,1,1,0,0,1
826740,Rise of the Slime,1,1,0,0,1,0,0,2
224040,LocoCycle,1,1,1,1,0,1,0,2
2950340,LEGO® Harry Potter™ Collection,1,2,1,1,2,1,1,0
1088770,Car Mechanic Simulator VR,16,1,0,1,0,1,0,1
354860,The Adventures of Tree,2,2,1,1,2,0,0,2
803280,Briquid,11,0,2,0,0,1,0,0
713530,ARMORED KITTEN,1,0,1,1,1,1,0,2
642000,Regenesis Arcade Lite,1,0,0,0,0,1,0,2
904400,Cardpocalypse,11,1,2,1,2,1,0,0
1359980,POSTAL: Brain Damaged,1,1,2,2,1,1,0,0
522240,Pool Panic,1,1,1,1,1,0,1,2
1706360,Annihilate The Spance,11,2,2,1,2,0,0,0
1895880,Ratchet & Clank: Rift Apart,1,2,2,2,2,1,0,0
393790,Rogue Operatives Hide and Seek,1,0,0,0,1,0,1,2
2172510,Fairy Biography2：Confidante,5,0,1,1,0,0,0,2
267900,Guilty Gear Isuka,1,1,0,1,0,0,1,1
415480,Hyperdevotion Noire: Goddess Black Heart (Neptunia),15,2,1,2,2,0,0,2
